DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
20-03-2026,EQ,"2,210.90",2224.50,"2,185.00","2,186.00","2,204.80","2,195.40","2,201.87","2,985.70","2,162.60",875920.00,"1,92,86,64,416.50",63193
19-03-2026,EQ,"2,220.00",2239.00,"2,180.60","2,262.10","2,195.50","2,186.00","2,196.51","2,985.70","2,162.60",889334.00,"1,95,34,34,541.30",76804
18-03-2026,EQ,"2,235.10",2270.40,"2,228.60","2,238.20","2,260.00","2,262.10","2,250.29","2,985.70","2,162.60",844912.00,"1,90,12,98,329.50",71339
17-03-2026,EQ,"2,217.70",2261.50,"2,217.20","2,217.70","2,240.50","2,238.20","2,236.47","2,985.70","2,162.60",875461.00,"1,95,79,41,898.00",73022
16-03-2026,EQ,"2,185.40",2227.80,"2,175.10","2,196.80","2,215.00","2,217.70","2,206.49","2,985.70","2,162.60",1111587.00,"2,45,27,02,443.00",97423
13-03-2026,EQ,"2,204.70",2219.70,"2,190.00","2,221.20","2,194.10","2,196.80","2,201.90","2,985.70","2,162.60",949233.00,"2,09,01,14,573.30",87307
12-03-2026,EQ,"2,208.00",2249.90,"2,201.00","2,232.00","2,221.40","2,221.20","2,225.28","2,985.70","2,162.60",1384055.00,"3,07,99,04,845.50",96995
11-03-2026,EQ,"2,290.00",2302.00,"2,226.00","2,280.40","2,232.90","2,232.00","2,260.69","2,985.70","2,162.60",687786.00,"1,55,48,74,263.90",62520
10-03-2026,EQ,"2,251.60",2305.10,"2,251.60","2,220.80","2,295.00","2,280.40","2,270.06","2,985.70","2,162.60",1192174.00,"2,70,63,06,584.20",66092
09-03-2026,EQ,"2,200.00",2230.00,"2,162.60","2,279.50","2,217.00","2,220.80","2,190.84","2,985.70","2,162.60",2198153.00,"4,81,57,98,500.20",119346
06-03-2026,EQ,"2,261.70",2307.90,"2,253.70","2,287.80","2,282.00","2,279.50","2,286.88","2,985.70","2,124.75",979742.00,"2,24,05,50,607.80",66828
05-03-2026,EQ,"2,285.20",2313.00,"2,253.70","2,285.20","2,282.50","2,287.80","2,272.72","2,985.70","2,124.75",925040.00,"2,10,23,55,049.50",79565
04-03-2026,EQ,"2,260.70",2290.90,"2,216.30","2,307.10","2,290.00","2,285.20","2,263.98","2,985.70","2,124.75",1610358.00,"3,64,58,17,586.40",125784
02-03-2026,EQ,"2,300.00",2337.90,"2,283.50","2,376.20","2,303.00","2,307.10","2,307.99","2,985.70","2,124.75",2528308.00,"5,83,52,98,841.60",138273
27-02-2026,EQ,"2,385.00",2397.60,"2,359.00","2,394.90","2,375.20","2,376.20","2,376.39","2,985.70","2,124.75",2531619.00,"6,01,61,02,713.00",74115
26-02-2026,EQ,"2,416.10",2422.20,"2,382.00","2,416.40","2,395.00","2,394.90","2,394.64","2,985.70","2,124.75",588742.00,"1,40,98,27,729.70",57917
25-02-2026,EQ,"2,416.00",2427.90,"2,400.00","2,413.10","2,412.50","2,416.40","2,414.51","2,985.70","2,124.75",526764.00,"1,27,18,77,118.00",45274
24-02-2026,EQ,"2,413.00",2441.50,"2,403.70","2,429.70","2,414.40","2,413.10","2,416.00","2,985.70","2,124.75",499660.00,"1,20,71,76,476.70",46809
23-02-2026,EQ,"2,424.70",2446.60,"2,411.50","2,428.10","2,433.80","2,429.70","2,431.42","2,985.70","2,124.75",634365.00,"1,54,24,08,150.10",55479
20-02-2026,EQ,"2,378.20",2435.70,"2,376.10","2,400.80","2,428.00","2,428.10","2,421.15","2,985.70","2,124.75",790329.00,"1,91,35,05,617.80",37377
19-02-2026,EQ,"2,420.00",2428.00,"2,391.10","2,432.10","2,391.60","2,400.80","2,404.58","2,985.70","2,124.75",971600.00,"2,33,62,85,646.70",74269
18-02-2026,EQ,"2,440.00",2448.20,"2,416.50","2,437.40","2,434.40","2,432.10","2,430.48","2,985.70","2,124.75",551809.00,"1,34,11,58,339.30",57487
17-02-2026,EQ,"2,399.50",2452.40,"2,399.50","2,397.20","2,439.00","2,437.40","2,435.81","2,985.70","2,124.75",1004356.00,"2,44,64,21,005.60",74355
16-02-2026,EQ,"2,360.00",2405.10,"2,356.80","2,366.40","2,400.00","2,397.20","2,387.81","2,985.70","2,124.75",683108.00,"1,63,11,30,020.30",47055
13-02-2026,EQ,"2,408.90",2411.80,"2,360.10","2,410.50","2,368.20","2,366.40","2,380.50","2,985.70","2,124.75",675635.00,"1,60,83,52,322.40",54629
12-02-2026,EQ,"2,398.00",2413.90,"2,377.00","2,392.50","2,410.10","2,410.50","2,400.90","2,985.70","2,124.75",607767.00,"1,45,91,85,362.70",48028
11-02-2026,EQ,"2,399.00",2405.70,"2,376.30","2,393.60","2,393.00","2,392.50","2,385.85","2,985.70","2,124.75",3177710.00,"7,58,15,24,292.70",82578
10-02-2026,EQ,"2,419.00",2420.00,"2,386.90","2,417.40","2,396.40","2,393.60","2,394.89","2,985.70","2,124.75",1513620.00,"3,62,49,48,960.30",68991
09-02-2026,EQ,"2,404.00",2426.20,"2,396.80","2,401.10","2,416.50","2,417.40","2,412.27","2,985.70","2,124.75",669839.00,"1,61,58,29,263.60",66718
06-02-2026,EQ,"2,432.00",2444.00,"2,386.10","2,432.10","2,405.00","2,401.10","2,400.75","2,985.70","2,124.75",1043982.00,"2,50,63,43,304.30",74053
05-02-2026,EQ,"2,445.00",2455.80,"2,402.60","2,452.70","2,433.50","2,432.10","2,426.75","2,985.70","2,124.75",1047405.00,"2,54,17,86,603.30",70946
04-02-2026,EQ,"2,430.00",2463.80,"2,417.10","2,426.00","2,450.00","2,452.70","2,448.56","2,985.70","2,124.75",970973.00,"2,37,74,82,103.60",75111
03-02-2026,EQ,"2,525.00",2525.00,"2,391.00","2,402.00","2,424.10","2,426.00","2,427.85","2,985.70","2,124.75",2233860.00,"5,42,34,77,544.60",99727
02-02-2026,EQ,"2,374.90",2429.50,"2,372.00","2,357.00","2,395.00","2,402.00","2,403.28","2,985.70","2,124.75",1183482.00,"2,84,42,34,574.90",126959
01-02-2026,EQ,"2,439.00",2439.00,"2,343.10","2,428.30","2,357.60","2,357.00","2,385.03","2,985.70","2,124.75",801746.00,"1,91,21,87,547.50",66173
30-01-2026,EQ,"2,417.00",2445.00,"2,400.50","2,416.00","2,431.00","2,428.30","2,427.03","2,985.70","2,124.75",2048843.00,"4,97,25,94,558.10",83085
29-01-2026,EQ,"2,511.80",2514.90,"2,410.00","2,511.80","2,415.00","2,416.00","2,431.87","2,985.70","2,124.75",3488159.00,"8,48,27,51,480.70",160628
28-01-2026,EQ,"2,535.00",2548.50,"2,451.00","2,622.80","2,512.00","2,511.80","2,493.59","2,985.70","2,124.75",3430002.00,"8,55,30,02,482.20",154933
27-01-2026,EQ,"2,719.90",2734.70,"2,546.00","2,703.70","2,628.00","2,622.80","2,627.64","2,985.70","2,124.75",3818761.00,"10,03,43,19,841.10",175338
23-01-2026,EQ,"2,703.80",2782.90,"2,690.80","2,703.80","2,704.40","2,703.70","2,743.23","2,985.70","2,124.75",1786635.00,"4,90,11,41,899.60",94155
22-01-2026,EQ,"2,665.30",2729.90,"2,665.30","2,661.10","2,704.20","2,703.80","2,703.64","2,985.70","2,124.75",1290346.00,"3,48,86,31,249.90",68789
21-01-2026,EQ,"2,670.00",2688.00,"2,648.00","2,675.60","2,666.00","2,661.10","2,665.80","2,985.70","2,124.75",914318.00,"2,43,73,93,473.60",71529
20-01-2026,EQ,"2,740.00",2740.10,"2,669.30","2,754.00","2,680.00","2,675.60","2,706.23","2,985.70","2,124.75",911151.00,"2,46,57,82,705.80",68578
19-01-2026,EQ,"2,756.90",2786.30,"2,724.70","2,756.90","2,736.80","2,754.00","2,769.14","2,985.70","2,124.75",1342048.00,"3,71,63,19,610.10",69012
16-01-2026,EQ,"2,787.90",2826.50,"2,750.50","2,813.90","2,756.70","2,756.90","2,791.78","2,985.70","2,124.75",1143463.00,"3,19,22,96,186.70",64490
14-01-2026,EQ,"2,884.00",2884.00,"2,807.30","2,886.30","2,817.00","2,813.90","2,830.57","2,985.70","2,124.75",958254.00,"2,71,24,07,016.00",77292
13-01-2026,EQ,"2,900.00",2914.50,"2,870.80","2,896.40","2,880.20","2,886.30","2,886.35","2,985.70","2,124.75",1051986.00,"3,03,63,95,120.30",62575
12-01-2026,EQ,"2,826.00",2900.00,"2,808.00","2,825.50","2,896.20","2,896.40","2,863.76","2,985.70","2,124.75",1743901.00,"4,99,41,12,167.40",79358
09-01-2026,EQ,"2,789.90",2856.70,"2,786.20","2,786.50","2,838.90","2,825.50","2,829.32","2,985.70","2,124.75",1657381.00,"4,68,92,69,490.40",80763
08-01-2026,EQ,"2,795.00",2804.70,"2,770.10","2,809.40","2,788.00","2,786.50","2,782.60","2,985.70","2,124.75",620031.00,"1,72,52,99,138.80",55375
07-01-2026,EQ,"2,845.80",2854.70,"2,801.10","2,845.80","2,806.00","2,809.40","2,822.62","2,985.70","2,124.75",636748.00,"1,79,72,99,418.10",50131
06-01-2026,EQ,"2,820.00",2848.40,"2,811.60","2,815.60","2,847.40","2,845.80","2,837.59","2,985.70","2,124.75",875891.00,"2,48,54,22,634.00",59674
05-01-2026,EQ,"2,770.00",2828.00,"2,769.00","2,772.60","2,814.00","2,815.60","2,812.38","2,985.70","2,124.75",866733.00,"2,43,75,81,546.80",51756
02-01-2026,EQ,"2,755.80",2799.00,"2,755.80","2,752.00","2,771.60","2,772.60","2,773.17","2,985.70","2,124.75",508884.00,"1,41,12,22,402.40",34439
01-01-2026,EQ,"2,775.90",2782.70,"2,746.10","2,769.50","2,756.00","2,752.00","2,766.47","2,985.70","2,124.75",327945.00,"90,72,49,993.00",24149
31-12-2025,EQ,"2,755.00",2796.80,"2,754.90","2,758.30","2,770.20","2,769.50","2,776.72","2,985.70","2,124.75",1274705.00,"3,53,94,95,798.20",66442
30-12-2025,EQ,"2,770.30",2792.40,"2,741.00","2,775.40","2,753.50","2,758.30","2,765.35","2,985.70","2,124.75",4833527.00,"13,36,63,91,317.30",124946
29-12-2025,EQ,"2,746.50",2793.80,"2,735.00","2,746.50","2,775.00","2,775.40","2,763.82","2,985.70","2,124.75",815529.00,"2,25,39,77,239.60",40786
26-12-2025,EQ,"2,785.00",2794.40,"2,743.00","2,785.50","2,746.60","2,746.50","2,756.66","2,985.70","2,124.75",532078.00,"1,46,67,57,575.60",40175
24-12-2025,EQ,"2,807.80",2824.70,"2,782.00","2,807.80","2,786.00","2,785.50","2,800.01","2,985.70","2,124.75",512144.00,"1,43,40,07,847.30",31706
23-12-2025,EQ,"2,798.00",2819.00,"2,783.10","2,807.60","2,808.00","2,807.80","2,802.62","2,985.70","2,124.75",431068.00,"1,20,81,20,827.50",40104
22-12-2025,EQ,"2,785.80",2823.10,"2,780.30","2,799.90","2,801.90","2,807.60","2,804.16","2,985.70","2,124.75",463953.00,"1,30,09,99,073.90",41440
19-12-2025,EQ,"2,766.40",2812.40,"2,759.70","2,759.70","2,788.30","2,799.90","2,797.35","2,985.70","2,124.75",3895542.00,"10,89,71,89,760.20",88858
18-12-2025,EQ,"2,780.00",2793.80,"2,755.30","2,785.70","2,758.40","2,759.70","2,765.05","2,985.70","2,124.75",417994.00,"1,15,57,75,554.90",57565
17-12-2025,EQ,"2,800.00",2806.50,"2,772.00","2,790.90","2,785.80","2,785.70","2,788.10","2,985.70","2,124.75",636499.00,"1,77,46,25,900.80",45705
16-12-2025,EQ,"2,793.00",2808.00,"2,776.10","2,780.20","2,785.00","2,790.90","2,792.52","2,985.70","2,124.75",916244.00,"2,55,86,31,583.80",59237
15-12-2025,EQ,"2,773.10",2802.00,"2,758.70","2,764.80","2,777.80","2,780.20","2,784.26","2,985.70","2,124.75",1029674.00,"2,86,68,76,315.30",66894
12-12-2025,EQ,"2,795.00",2797.00,"2,746.00","2,779.40","2,765.00","2,764.80","2,768.36","2,985.70","2,124.75",977696.00,"2,70,66,14,447.50",67771
11-12-2025,EQ,"2,800.00",2811.60,"2,763.20","2,804.50","2,776.50","2,779.40","2,783.16","2,985.70","2,124.75",777422.00,"2,16,36,86,674.40",69563
10-12-2025,EQ,"2,810.00",2824.00,"2,796.70","2,796.00","2,801.30","2,804.50","2,806.37","2,985.70","2,124.75",845073.00,"2,37,15,88,651.50",61106
